年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別
2022,12,1,8,30,臺中市,清水區,0,0,0,,,,50,,,,,,,,,,,,,,,6,,,,,C03,,,1,,2,,,6,,1,5,,C03,120.547227,24.263971,3
2022,12,1,8,32,臺中市,潭子區,0,1,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,14,12,3,10,1,1,B12,7,2,1,7,2,7,,12,12,1,22,8,B12,120.692346,24.208408,2
2022,12,1,8,32,臺中市,烏日區,0,1,0,8,1,5,60,3,1,1,5,4,5,7,2,1,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,6,,6,6,1,18,2,B03,120.611197,24.10757,2
2022,12,1,8,32,臺中市,大甲區,0,0,0,,,,30,,,,,,,,,,,,,,,40,,,,,B03,,,1,,1,,,40,40,1,22,,B03,120.64875,24.378823,3
2022,12,1,8,33,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.684,24.181634,3
2022,12,1,8,33,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,16,1,22,,B03,120.70678,24.243538,3
2022,12,1,8,34,臺中市,西區,0,3,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,12,,6,6,1,22,8,C03,120.656212,24.153838,2
2022,12,1,8,37,臺中市,大里區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,4,4,5,5,5,2,16,26,3,10,1,1,F01,7,5,8,20,2,16,,26,26,1,19,7,F01,120.702348,24.109957,2
2022,12,1,8,41,臺中市,霧峰區,0,1,0,8,1,5,60,3,1,1,5,4,5,7,1,1,10,5,5,2,17,25,3,10,3,4,C03,7,9,1,10,2,12,,25,25,1,21,5,C03,120.691926,24.042729,2
2022,12,1,8,42,臺中市,北屯區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,,6,6,1,22,8,C03,120.693185,24.173109,2
2022,12,1,8,49,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,,1,22,,B03,120.721984,24.274133,3
2022,12,1,8,53,臺中市,北區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,3,4,5,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,22,9,C03,120.692251,24.161431,2
2022,12,1,8,54,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,4,,B03,120.642571,24.198331,3
2022,12,1,8,58,臺中市,北屯區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,1,1,10,5,5,2,16,8,2,9,1,1,C03,7,5,1,10,2,13,,8,8,1,5,8,C03,120.690421,24.186891,2
2022,12,1,9,3,臺中市,潭子區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,3,1,5,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,14,,6,6,1,22,8,C03,120.686435,24.211079,2
2022,12,1,9,30,臺中市,沙鹿區,0,0,0,8,,,70,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,21,,B03,120.580758,24.201702,3
2022,12,1,9,30,臺中市,大甲區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B12,,,1,,1,,,12,,1,10,,B12,120.623837,24.346075,3
2022,12,1,9,36,臺中市,南區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B12,7,6,1,8,2,5,,6,6,1,22,8,B12,120.679183,24.126647,2
2022,12,1,9,38,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,16,1,22,,B03,120.70346,24.245002,3
2022,12,1,9,39,臺中市,大肚區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,17,23,3,10,1,1,B03,7,9,1,8,2,6,,23,23,1,21,8,B03,120.544445,24.15399,2
2022,12,1,9,42,臺中市,清水區,0,0,0,8,1,5,70,14,7,1,5,4,5,7,1,1,1,4,3,1,13,23,,,,,A41,,,1,,2,,,23,,1,5,,A41,120.590333,24.304186,3
2022,12,1,9,45,臺中市,大雅區,0,0,0,8,,,30,,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,17,17,1,22,,B03,120.652862,24.213627,3
2022,12,1,9,46,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,19,,,,,C03,,,1,,2,,,19,,1,21,,C03,120.681205,24.156502,3
2022,12,1,9,46,臺中市,龍井區,0,0,0,8,,,30,,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,17,,1,22,,B03,120.592382,24.181019,3
2022,12,1,9,51,臺中市,西屯區,0,1,0,8,1,5,50,3,9,1,5,4,5,7,4,4,5,4,5,2,13,42,3,10,3,4,B03,7,9,1,8,1,1,,42,42,1,22,8,B03,120.642791,24.19845,2
2022,12,1,9,52,臺中市,豐原區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,8,1,1,C03,7,5,1,10,2,14,,6,6,1,22,8,C03,120.748009,24.266231,2
2022,12,1,9,53,臺中市,豐原區,0,2,0,8,1,5,50,14,8,1,5,4,5,7,4,4,5,5,4,2,17,10,2,9,1,1,C03,7,11,1,10,2,12,,10,10,1,22,8,C03,120.72922,24.243761,2
2022,12,1,9,57,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,21,,B03,120.668152,24.151429,3
2022,12,1,9,58,臺中市,西屯區,0,2,0,8,1,5,40,4,1,1,5,4,5,7,1,1,10,5,5,2,16,25,2,9,1,1,C03,7,9,1,10,2,11,,25,25,1,4,8,C03,120.649605,24.162388,2
2022,12,1,9,58,臺中市,太平區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,12,17,3,10,1,1,B03,7,9,1,8,2,2,,17,17,1,21,8,B03,120.732458,24.137855,2
2022,12,1,10,6,臺中市,西屯區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,4,2,16,19,3,10,3,4,B03,7,1,1,10,2,7,,19,19,1,22,8,B03,120.644006,24.178358,2
2022,12,1,10,14,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,,,,,B03,,,1,,11,,,17,,1,22,,B03,120.679928,24.149658,3
2022,12,1,10,14,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,9,,,,,B03,,,1,,1,,,9,,1,22,,B03,120.643331,24.170452,3
2022,12,1,10,16,臺中市,龍井區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B12,7,5,1,8,2,6,,6,6,1,19,8,B12,120.523412,24.203934,2
2022,12,1,10,18,臺中市,北屯區,0,1,0,8,1,5,30,14,8,1,4,4,5,7,4,4,10,5,5,1,18,23,2,7,1,1,C03,7,9,1,10,2,12,,23,23,1,21,8,C03,120.679908,24.180395,2
2022,12,1,10,18,臺中市,沙鹿區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,3,10,1,1,B03,7,9,1,8,2,8,,6,6,1,7,8,B03,120.561854,24.236877,2
2022,12,1,10,40,臺中市,烏日區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,21,,B03,120.638093,24.107787,3
2022,12,1,10,41,臺中市,東區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,B12,7,9,1,8,2,1,,6,6,1,5,8,B12,120.708823,24.143342,2
2022,12,1,10,41,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B12,,,1,,1,,,23,,1,22,,B12,120.721138,24.174944,3
2022,12,1,10,42,臺中市,大雅區,0,2,0,8,1,5,50,14,13,1,5,4,5,7,4,4,1,4,4,1,17,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,9,C03,120.64918,24.21592,2
2022,12,1,10,56,臺中市,中區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,16,42,3,10,1,1,B01,7,11,1,4,2,7,,42,42,1,10,8,B01,120.684285,24.138099,2
2022,12,1,10,58,臺中市,豐原區,0,1,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,1,17,19,3,10,1,1,B12,7,1,1,8,2,4,,19,19,1,22,8,B12,120.714445,24.238955,2
2022,12,1,10,59,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B11,,,1,,1,,,23,,1,22,,B11,120.69707,24.17042,3
2022,12,1,11,1,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,35,,,,,G03,,,8,,1,,,35,,1,21,,G03,120.693734,24.15703,3
2022,12,1,11,17,臺中市,西屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,9,3,10,3,4,B03,7,6,1,8,2,2,,9,9,1,22,8,B03,120.632201,24.162213,2
2022,12,1,11,20,臺中市,大雅區,0,2,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,B03,7,9,1,8,2,5,,6,6,1,22,9,B03,120.66989,24.244587,2
2022,12,1,11,23,臺中市,南屯區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,9,4,4,2,16,8,3,10,3,4,C03,7,9,1,10,2,11,,44,8,1,22,9,C03,120.612136,24.1496,2
2022,12,1,11,27,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,26,3,10,1,1,B03,7,5,1,8,2,2,,26,26,1,4,8,B03,120.645804,24.170136,2
2022,12,1,11,30,臺中市,沙鹿區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,4,4,10,5,5,2,16,8,2,8,1,1,C03,7,5,1,10,2,11,,8,8,1,20,5,C03,120.557228,24.23337,2
2022,12,1,11,34,臺中市,西屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,16,26,2,9,3,4,C03,7,1,1,10,2,12,13,26,26,1,22,8,C03,120.648611,24.159951,2
2022,12,1,11,35,臺中市,大雅區,0,0,0,8,,,50,,,,,,,,,,,,,,,4,,,,,C03,,,1,,2,,,4,,1,22,,C03,120.64864,24.226718,3
2022,12,1,11,37,臺中市,太平區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,2,,6,6,1,21,8,B03,120.705068,24.148288,2
2022,12,1,11,38,臺中市,西區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,,6,6,1,5,5,C03,120.65785,24.137295,2
2022,12,1,11,39,臺中市,南區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,9,4,5,2,18,23,2,9,1,1,C03,7,9,1,10,2,12,13,23,23,1,5,1,C03,120.666226,24.123096,2
2022,12,1,11,42,臺中市,沙鹿區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,5,,B03,120.560786,24.242809,3
2022,12,1,11,49,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,8,1,,,23,23,1,22,,B03,120.657262,24.140026,3
2022,12,1,11,49,臺中市,南屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,14,12,3,10,1,1,B03,7,2,1,8,2,7,,12,12,1,9,8,B03,120.643423,24.140637,2
2022,12,1,11,53,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,10,,,,,B03,,,1,,1,,,10,,1,4,,B03,120.65687,24.200955,3
2022,12,1,12,3,臺中市,大雅區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,A11,,,1,,2,,,23,23,1,10,,A11,120.65723,24.22079,3
2022,12,1,12,10,臺中市,太平區,0,1,0,8,1,8,40,14,13,1,5,4,5,7,4,4,5,4,5,1,17,23,2,1,2,2,F01,7,9,8,20,1,16,,23,23,1,21,8,F01,120.721828,24.10949,2
2022,12,1,12,10,臺中市,神岡區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,3,1,5,4,4,2,17,10,3,10,1,1,B03,7,11,1,8,2,4,,10,10,1,12,8,B03,120.682063,24.246853,2
2022,12,1,12,13,臺中市,南屯區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,12,17,3,10,1,1,B12,7,7,1,8,2,6,2,17,17,1,20,8,B12,120.638836,24.141777,3
2022,12,1,12,15,臺中市,烏日區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,12,,1,21,,B03,120.596976,24.107946,3
2022,12,1,12,15,臺中市,清水區,0,1,0,8,1,5,40,14,7,4,4,4,1,7,4,4,1,4,4,2,16,7,2,8,1,1,C03,7,7,1,10,2,11,,7,7,1,5,5,C03,120.54515,24.270984,2
2022,12,1,12,18,臺中市,龍井區,0,0,0,8,,,50,,,,,,,,,,,,,,,38,,,,,B03,,,1,,2,,,38,,1,22,,B03,120.569095,24.192517,3
