年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別
2022,5,1,17,23,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,9,,,,,B03,,,1,,1,,,9,9,1,22,,B03,120.65263,24.166498,3
2022,5,1,17,36,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,16,16,1,5,,B03,120.690608,24.172813,3
2022,5,1,17,45,臺中市,大雅區,0,1,0,8,2,5,50,11,9,1,5,4,5,7,4,4,5,4,5,1,26,23,2,9,1,1,C03,7,9,1,10,8,11,,23,23,1,22,9,C03,120.666406,24.211667,2
2022,5,1,17,50,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,38,,,,,B03,,,1,,2,,,38,38,1,22,,B03,120.609968,24.146071,3
2022,5,1,17,51,臺中市,大雅區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,5,5,4,1,16,6,3,10,1,1,B03,7,6,1,8,2,2,,6,6,1,22,9,B03,120.644109,24.208219,2
2022,5,1,17,54,臺中市,西屯區,0,3,0,7,3,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,17,19,2,9,1,4,C03,7,1,1,10,2,14,,19,19,1,22,8,C03,120.646257,24.175359,2
2022,5,1,17,57,臺中市,神岡區,0,0,0,8,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,16,21,3,10,1,1,F03,7,9,8,20,7,16,,21,21,1,22,9,F03,120.664335,24.258175,3
2022,5,1,18,0,臺中市,西區,0,1,0,8,2,5,50,15,22,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B12,7,6,1,8,2,2,,6,6,1,22,8,B12,120.673517,24.147762,2
2022,5,1,18,5,臺中市,西區,0,0,0,8,,,30,,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,12,12,1,18,,B03,120.668866,24.153659,3
2022,5,1,18,20,臺中市,沙鹿區,0,1,0,8,4,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,8,,6,6,1,18,5,B03,120.56531,24.235669,2
2022,5,1,18,35,臺中市,西屯區,0,0,0,6,,,30,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,23,1,22,,B03,120.644631,24.182376,3
2022,5,1,18,47,臺中市,烏日區,0,0,0,8,,,30,,,,,,,,,,,,,,,19,,,,,B03,,,1,,2,,,19,19,1,4,,B03,120.616244,24.112191,3
2022,5,1,18,50,臺中市,清水區,0,0,0,6,3,5,40,14,8,1,4,4,5,7,1,1,1,4,4,2,12,19,3,10,1,1,C04,7,1,1,10,2,12,,19,19,1,5,8,C04,120.574806,24.267533,3
2022,5,1,18,55,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,11,,,23,23,2,22,,B03,120.668305,24.166829,3
2022,5,1,18,58,臺中市,南屯區,0,2,0,8,4,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,1,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.635156,24.136083,2
2022,5,1,19,8,臺中市,中區,0,0,0,8,,,50,,,,,,,,,,,,,,,18,,,,,B03,,,1,,2,,,18,18,1,21,,B03,120.682424,24.138458,3
